Annual Income,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Mean Home Ownership Income,Debt-to-income ratio,Is Loan Big,Is Payment High,Term Binary,Home Ownership digit,Years in current job_0,Years in current job_1 year,Years in current job_10+ years,Years in current job_2 years,Years in current job_3 years,Years in current job_4 years,Years in current job_5 years,Years in current job_6 years,Years in current job_7 years,Years in current job_8 years,Years in current job_9 years,Years in current job_1- year,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_renewable energy,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Credit Default
-0.20734605675401982,-0.11095342154390785,-0.8415711152477163,0.12533356611893312,-0.21370499875856488,-0.3409788778582933,-0.3370990397177327,-0.5368933770767662,0.06345997397150929,-1.0687981470184618,0.28086905194869816,1.0303121864336977,-1.302540857123187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.4941897940242108,-0.11095342154390785,-1.0452953217017178,-0.1871009165767008,-0.6925925719086913,-0.3409788778582933,-0.3370990397177327,-0.9872082224277455,-0.7801072417362878,-1.2977103535693013,0.6387822293422613,-0.9578963258340452,-1.534089954739302,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.43544102956573594,-0.11095342154390785,2.4180161880163067,2.1561577036405546,1.1622729621375676,-0.3409788778582933,-0.3370990397177327,1.6426664174540995,1.2634152098075577,0.476233471262039,-1.6677693583051452,-0.9578963258340452,-0.012481598976259708,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.5671310629991675,-0.11095342154390785,0.7882225363842952,1.4034746316919815,-0.1369028903517385,1.6647792271904904,2.545731972691612,0.08851538191695409,-0.5674819167453131,0.2364206834468739,-1.0712473959825402,1.0303121864336977,1.1893684791264338,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.20734605675401982,-0.11095342154390785,0.9919467428382966,1.0768385816010912,0.8797299465032785,-0.3409788778582933,-0.3370990397177327,-0.2602603976778608,-0.024830047116955575,0.27977145662884606,0.28086905194869816,1.0303121864336977,0.5167734812891466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.20734605675401982,-0.11095342154390785,-0.23039849588571198,0.3951633466287992,1.2072971378391055,-0.3409788778582933,-0.3370990397177327,1.9674373863075707,1.0800206365513558,-0.1367984489186156,0.28086905194869816,1.0303121864336977,-0.045560041492847314,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1227963611283653,-0.11095342154390785,0.5844983299302937,-0.47113226448182266,2.967644529126411,-0.3409788778582933,-0.3370990397177327,2.747786287359054,3.3633667608148503,1.366978661807668,-1.0712473959825402,1.0303121864336977,0.17496290861773844,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.2487926735952612,-0.11095342154390785,0.3807741234762923,-0.32911659052926173,0.004074981536917749,-0.3409788778582933,-0.3370990397177327,-1.023536358469458,-0.321979468126271,2.699868198559369,0.002492136198149123,1.0303121864336977,1.0129501190379648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.7927593738456254,-0.11095342154390785,-1.4527437346097205,-0.6273495058296397,-0.41680318262963295,-0.3409788778582933,-0.3370990397177327,0.002829760687826769,-0.21485982168718565,-1.144850663993411,0.5592459676992473,1.0303121864336977,-1.082017907012601,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6094395098916983,-0.11095342154390785,-0.8415711152477163,0.5939852901623843,-0.4098211727744669,-0.3409788778582933,-0.3370990397177327,0.8239354928108423,-0.7253518867484516,0.022182336290319037,0.6785503601637682,1.0303121864336977,0.9137147914882011,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.667064367825442,-0.11095342154390785,-0.026674289431710546,-0.6131479384343835,1.0327142652456782,-0.3409788778582933,-0.3370990397177327,-1.3909254939867048,0.17655727925206144,-0.7674390003724118,0.6387822293422613,1.0303121864336977,-0.45352749919743124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.3372593530281767,-0.11095342154390785,1.1956709492922981,0.09693043132842104,-0.35243166186214425,-0.3409788778582933,-0.3370990397177327,0.16489432518486533,-0.17546704992191933,0.5355158632149487,-3.0596539370578903,-1.0226852113116804,1.1232115940932572,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.20734605675401982,-0.11095342154390785,-0.6378469087937149,0.45196961620982334,0.968440623121019,-0.3409788778582933,-0.3370990397177327,0.2650213432503624,0.31398365601738354,0.02863883442380425,0.28086905194869816,1.0303121864336977,0.18598905612326774,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.20734605675401982,-0.11095342154390785,0.9919467428382966,1.2330558229489084,0.9656673949075184,-0.3409788778582933,-0.3370990397177327,2.0009414269679486,1.0859982953928227,0.44210626684218857,0.28086905194869816,1.0303121864336977,0.7372964313997323,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.2388325804354641,-0.11095342154390785,3.6403614267403155,-0.24390718615772497,0.3107940219500761,-0.3409788778582933,-0.3370990397177327,1.4185359385536405,0.5018016968162708,1.1115696577220062,0.20133279030568416,-0.9578963258340452,1.7186235593918398,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.315908684600445,-0.11095342154390785,-0.4341227023397134,0.054325729142652664,0.03249241417172904,1.6647792271904904,-0.3370990397177327,0.002829760687826769,0.36610884111497416,1.0916970595708892,-0.0770441254448649,1.0303121864336977,-0.14479536904261103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.5178423500911331,-0.11095342154390785,-0.6378469087937149,-0.6131479384343835,-0.2962166946637747,-0.3409788778582933,-0.3370990397177327,0.16733331665056334,0.0801376421392017,0.09488082826086035,-0.633797956945963,1.0303121864336977,0.8255056114439667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.630581178902684,-0.11095342154390785,-0.4341227023397134,-0.30071345573874964,0.2182987044762644,5.676295437288058,8.3113939975103,-0.5158410296886361,0.19006678823377643,-0.3504498416993991,0.9569272759143174,1.0303121864336977,0.27419823616750216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8081822130195162,-0.11095342154390785,-1.2490195281557193,0.7360009641149452,-0.6766057269132177,-0.3409788778582933,-0.3370990397177327,0.002829760687826769,-0.725292110160037,-0.9050378761782459,0.7183184909852752,1.0303121864336977,-1.4128023321784797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.05273162449988761,-0.11095342154390785,0.9919467428382966,0.46617118360507964,1.5752555824492107,-0.3409788778582933,-0.3370990397177327,0.739469367314564,-0.47626284282452946,-1.0988166708079126,-0.35542104119541396,1.0303121864336977,-1.423828479684009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7077909558727328,-0.11095342154390785,0.1770499170222909,0.3099539422572624,-0.41960903705740993,1.6647792271904904,2.545731972691612,0.5050694506637978,-0.04031218351635463,-0.4706916381074224,-2.0256825356987083,-1.0226852113116804,0.19701520362879707,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.353410349448289,-0.11095342154390785,0.9919467428382966,-0.13029464699567664,0.35927657636492066,-0.3409788778582933,-0.3370990397177327,1.7412530198570504,0.9265741340909028,0.3785474930086588,-1.5882330966621312,1.0303121864336977,-0.03453389398731831,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.063901938563942,-0.11095342154390785,-0.23039849588571198,1.1762495533678843,1.3581281264392577,-0.3409788778582933,-0.3370990397177327,0.7972349546600431,-0.04342056611391737,-0.7105882765476977,0.9966954067358244,1.0303121864336977,-1.4789592172116555,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5564155679207587,-0.11095342154390785,1.8068435686543023,0.21054297049046988,0.34253932844108803,-0.3409788778582933,-0.3370990397177327,0.7338211765518949,1.1881564849934907,1.5881766108483693,-0.713334218588977,-0.9578963258340452,0.8916624964771426,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.2447080561463556,-0.11095342154390785,-1.2490195281557193,-0.07348837741465196,-0.20698399861761066,-0.3409788778582933,-0.3370990397177327,0.507380074157617,0.17637794948681743,-0.7469794478455235,0.3206371827702052,-0.9578963258340452,-0.8394426618909565,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.7520578946688941,-0.11095342154390785,-1.656467941063722,-1.1812106342446274,-0.7786931513843136,-0.3409788778582933,-0.3370990397177327,-0.38567590620348985,-0.6595976394923168,-1.0712298151466575,0.3604053135917122,-0.9578963258340452,-0.9607302844517788,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.482115286600733,-0.11095342154390785,1.1956709492922981,0.46617118360507964,1.8233453158075403,-0.3409788778582933,-0.3370990397177327,2.2706425358853966,0.49265587878882666,0.4901526750303318,0.9966954067358244,1.0303121864336977,-0.927651841935191,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.7770914386165815,-0.11095342154390785,-1.0452953217017178,-0.982388690711042,-0.8988228723503011,-0.3409788778582933,-0.3370990397177327,-1.1010706134842787,-0.8866291222912264,-1.1617046396405608,0.002492136198149123,1.0303121864336977,-1.1261224970347183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.20734605675401982,-0.11095342154390785,-0.026674289431710546,2.781026669031822,-0.20326461019009232,-0.3409788778582933,-0.3370990397177327,-0.8946549147031001,-0.5995819447239898,0.4748918612602758,0.28086905194869816,1.0303121864336977,0.7814010214218499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.07916527254845915,-0.11095342154390785,0.9919467428382966,-0.9113808537347615,-0.07474995215505019,-0.3409788778582933,-0.3370990397177327,-0.48824191573468495,0.2771612775539479,0.8427445536187127,-0.35542104119541396,-0.9578963258340452,1.0350024140490228,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1.0029457292980737,-0.11095342154390785,0.5844983299302937,-0.8971792863395054,-0.15647861891762457,-0.3409788778582933,-0.3370990397177327,0.002829760687826769,-0.5201986353093105,-0.3484374266967543,0.47970970605623325,-1.0226852113116804,1.3768129867204313,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.32289707906821963,-0.11095342154390785,0.3807741234762923,-0.3717212927150301,0.4255730437747215,-0.3409788778582933,-0.3370990397177327,-0.9065931360878324,0.6224906288254859,0.1804084658732619,-0.594029826124456,1.0303121864336977,0.5719042188167928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.6484838036115116,-0.11095342154390785,-0.4341227023397134,0.18213983569995779,-0.49076681039440584,-0.3409788778582933,-0.3370990397177327,-0.3610292556027521,-0.14366590488531586,-0.7017839609111269,0.6785503601637682,-0.9578963258340452,-0.3542921716476675,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.014038854967905438,-0.11095342154390785,1.603119362200301,-0.35751972531977383,-0.1399697544937273,1.6647792271904904,2.545731972691612,0.10340606665489982,-0.28390178130612737,1.134041625251539,-0.1168122562663719,-0.9578963258340452,1.2224469216430216,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.5087529389486428,-0.11095342154390785,0.7882225363842952,0.5939852901623843,-0.14656024977757562,-0.3409788778582933,-0.3370990397177327,0.002829760687826769,0.10016279925811554,0.41577717055758656,0.3604053135917122,-0.9578963258340452,1.3437345442038433,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.4757347741630772,-0.11095342154390785,-1.2490195281557193,-0.7125589102011761,-0.40032694442001215,1.6647792271904904,2.545731972691612,-0.49915319334438657,-0.5273120493306561,-0.23389747279622441,0.8773910142713033,-0.9578963258340452,0.19701520362879707,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.20734605675401982,-0.11095342154390785,2.0105677751083038,1.304063659925189,0.622406994504706,-0.3409788778582933,-0.3370990397177327,0.28158081162273313,-0.108875930427979,-0.8793795848945255,0.28086905194869816,1.0303121864336977,-1.048939464496013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.20734605675401982,-0.11095342154390785,-0.8415711152477163,-1.436838847359237,-0.5068841602469853,-0.3409788778582933,-0.3370990397177327,-0.10904292680458441,-0.24821515802257046,-1.1105557583233403,0.28086905194869816,-1.0226852113116804,-1.3576715946508333,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.1302979207751753,-0.11095342154390785,0.1770499170222909,0.8070088010912256,-0.25602119867515527,-0.3409788778582933,-0.3370990397177327,-0.9687232344771922,-0.4513957820440275,-1.0266212825880325,0.9569272759143174,-0.9578963258340452,-0.22197840158131615,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.3121755913393706,-0.11095342154390785,-0.8415711152477163,0.46617118360507964,-0.7409446214664299,1.6647792271904904,2.545731972691612,-0.590037717434607,-0.8466385846418134,0.03199285942821215,0.5592459676992473,1.0303121864336977,0.340355121200678,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.5542753212727723,-0.11095342154390785,-1.0452953217017178,-0.9113808537347615,-0.7686769036014353,-0.3409788778582933,-0.3370990397177327,-1.6146708689715272,-0.6832691685045253,-1.1704251046520213,0.5990140985207543,-0.9578963258340452,-1.2915147096176576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.8327326957761353,-0.11095342154390785,-0.026674289431710546,-1.0675980950825785,-0.10437455471809112,-0.3409788778582933,-0.3370990397177327,-1.2824545577490831,-0.5646724170898236,-0.9916555719170801,1.0364635375573314,1.0303121864336977,-0.6961027443190759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.9817789514165287,-0.11095342154390785,-0.6378469087937149,0.18213983569995779,-0.6177480363584535,-0.3409788778582933,-0.3370990397177327,-0.4478060045928496,-0.3892879066811873,-0.7047187327899839,-1.3496243117330893,-0.9578963258340452,0.3183028261896191,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.08551781679997861,-0.11095342154390785,0.5844983299302937,-0.6841557754106641,0.6496498834255642,-0.3409788778582933,-0.3370990397177327,0.002829760687826769,0.30459873163628065,-0.28487865286322456,0.5990140985207543,1.0303121864336977,-0.3653183191531971,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.9914960843230031,-0.11095342154390785,-1.0452953217017178,0.3951633466287992,-0.36815749714340607,-0.3409788778582933,-0.3370990397177327,0.002829760687826769,-0.3096057143244347,-1.1138259327026379,1.0762316683788384,-0.9578963258340452,-0.7732857768577809,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.9548120244357702,-0.11095342154390785,-0.23039849588571198,-0.44272912969131056,-0.13305299706711424,-0.3409788778582933,-0.3370990397177327,0.02253424437122908,-0.12358097117798737,-0.6764610721278473,-0.47472543365993497,1.0303121864336977,0.3183028261896191,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.20734605675401982,-0.11095342154390785,-0.8415711152477163,1.3750714969014695,-0.6705046248435166,1.6647792271904904,2.545731972691612,-0.871163575849272,-0.5523584398764021,-0.7140261521772159,0.28086905194869816,1.0303121864336977,-0.8173903668798981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.5300201523124253,-0.11095342154390785,0.1770499170222909,-0.6131479384343835,-0.4301146780544355,-0.3409788778582933,-0.3370990397177327,-0.7107036110007189,-0.633415493766692,-1.0028915556818465,0.4399415752347262,-0.9578963258340452,-1.0158610219794253,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.3253998376718852,-0.11095342154390785,-0.6378469087937149,-1.0249933928968102,0.3519030519384369,-0.3409788778582933,-0.3370990397177327,1.8584529781824335,-0.897508461382696,0.7744901447790118,1.0762316683788384,1.0303121864336977,-0.3653183191531971,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.8812681425673887,-0.11095342154390785,-0.026674289431710546,0.3525586444430308,-0.647405265135771,-0.3409788778582933,-0.3370990397177327,-0.8089051094880333,-0.4679538970348906,-0.9560190562452461,0.24110092112719117,1.0303121864336977,-0.5417366792416657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.20734605675401982,-0.11095342154390785,-0.8415711152477163,-0.6841557754106641,-0.3484512637204141,-0.3409788778582933,-0.3370990397177327,0.9547424561553828,0.17673660901730545,0.5883417570343732,0.28086905194869816,1.0303121864336977,0.9357670864992598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.47134671446562854,-0.11095342154390785,0.3807741234762923,-1.0533965276873225,-0.3668198223580705,-0.3409788778582933,-0.3370990397177327,0.8480686715240647,0.009182831690990604,-0.32512695291611937,-3.3380308528084397,-1.0226852113116804,-0.7953380718688393,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40272417122688275,-0.11095342154390785,-0.23039849588571198,-0.14449621439093244,0.07973517244406744,-0.3409788778582933,-0.3370990397177327,-0.4593591220619454,-0.09172004955296924,-1.0173977138259107,-0.31565291037390697,1.0303121864336977,-1.423828479684009,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.3526931799699156,-0.11095342154390785,0.1770499170222909,-0.07348837741465196,0.07911527437281439,-0.3409788778582933,-0.3370990397177327,0.862574252346374,0.051683986053819665,-0.30634441289143516,0.7183184909852752,1.0303121864336977,-1.1040702020236597,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.2201515807392962,-0.11095342154390785,-0.026674289431710546,0.011721026956884288,-0.10153607407603765,1.6647792271904904,2.545731972691612,1.0309930314514153,0.2627551197460129,0.31842659480464713,-0.19634851790938593,1.0303121864336977,0.5939565138278514,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.14133483605344802,-0.11095342154390785,-0.23039849588571198,0.054325729142652664,-0.5743877975850159,-0.3409788778582933,-0.3370990397177327,-1.0436901300544361,-0.46867121609586665,0.2435479865812407,0.3604053135917122,1.0303121864336977,0.3734335637172656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.8528197922236277,-0.11095342154390785,-0.6378469087937149,-0.7551636123869445,-0.28711398088063766,-0.3409788778582933,-0.3370990397177327,-0.15602560451224073,0.1011790012611649,-0.37158019922716884,-1.5086968350191172,-1.0226852113116804,0.7703748739163202,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.20734605675401982,-0.11095342154390785,-0.8415711152477163,-0.5279385340628471,-0.6869156106245844,-0.3409788778582933,-0.3370990397177327,-0.5062134317977229,-0.5310181978123655,0.400684058037751,0.28086905194869816,1.0303121864336977,0.6821656938720858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.39049015861403147,-0.11095342154390785,1.3993951557462996,1.8863279231306889,0.313795633663512,-0.3409788778582933,-0.3370990397177327,0.5157239923297418,0.3077071142338434,-0.5570577819709259,0.042260267019656135,-0.9578963258340452,-0.43147520418637264,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.06673638162157325,-0.11095342154390785,-0.23039849588571198,-1.3090247408019322,-0.5522019718770117,-0.3409788778582933,-0.3370990397177327,-0.839328318823319,-0.5812305320806868,-0.8301592679548395,-0.037275994623357886,-0.9578963258340452,-1.0599656120015424,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
